WARD,month,permits
19,2011-09,2
19,2011-10,1
19,2012-03,1
19,2012-05,1
19,2012-06,7
19,2012-08,2
19,2012-09,1
19,2012-10,1
19,2012-11,1
19,2013-02,1
19,2013-04,1
19,2013-05,1
19,2013-07,1
19,2013-09,1
19,2013-10,2
19,2013-11,1
19,2013-12,2
19,2014-02,1
19,2014-04,1
19,2014-05,1
19,2014-06,1
19,2014-07,2
19,2014-09,4
19,2014-10,6
19,2014-11,1
19,2014-12,2
19,2015-01,1
19,2015-02,2
19,2015-04,1
19,2015-05,3
19,2015-06,2
19,2015-07,2
19,2015-08,1
19,2015-09,6
19,2015-10,4
19,2015-12,2
19,2016-03,2
19,2016-05,1
19,2016-06,1
19,2016-08,3
19,2016-09,4
19,2016-10,1
19,2016-12,2
19,2017-01,2
19,2017-03,1
19,2017-05,2
19,2017-06,1
19,2017-07,2
19,2017-09,3
19,2017-10,1
19,2017-11,1
19,2017-12,1
19,2018-01,1
19,2018-02,1
19,2018-03,1
19,2018-04,1
19,2018-05,2
19,2018-06,1
19,2018-07,5
19,2018-08,1
19,2018-09,3
19,2018-10,2
19,2018-11,1
19,2018-12,1
19,2019-02,2
19,2019-04,2
19,2019-05,2
19,2019-06,2
19,2019-08,1
19,2019-09,5
19,2019-10,4
19,2019-11,1
19,2020-02,2
19,2020-05,2
19,2020-06,2
19,2020-07,1
19,2020-08,2
19,2020-09,1
19,2020-11,1
19,2021-01,1
19,2021-02,1
19,2021-03,2
19,2021-04,1
20,2008-03,2
20,2008-04,2
20,2008-05,5
20,2008-06,4
20,2008-07,3
20,2008-08,2
20,2008-10,2
20,2009-01,1
20,2009-03,1
20,2009-05,1
20,2009-06,1
20,2009-08,2
20,2009-09,12
20,2009-10,2
20,2009-11,2
20,2009-12,5
20,2010-02,2
20,2010-03,2
20,2010-05,2
20,2010-07,1
20,2010-08,1
20,2010-10,1
20,2010-12,1
20,2011-01,1
20,2011-05,2
20,2011-08,1
20,2011-10,1
20,2011-12,1
20,2012-02,1
20,2012-05,1
20,2012-06,1
20,2012-08,2
20,2012-10,3
20,2012-11,1
20,2013-02,1
20,2013-05,2
20,2013-06,2
20,2013-07,2
20,2013-08,1
20,2014-01,1
20,2014-03,1
20,2014-05,2
20,2014-06,1
20,2014-07,2
20,2014-08,1
20,2014-09,2
20,2014-10,1
20,2014-11,1
20,2014-12,1
20,2015-01,3
20,2015-03,1
20,2015-05,1
20,2015-07,3
20,2015-08,4
20,2015-09,6
20,2015-11,1
20,2016-03,1
20,2016-04,1
20,2016-05,1
20,2016-07,3
20,2016-08,1
20,2016-09,5
20,2016-10,1
20,2017-01,1
20,2017-02,6
20,2017-03,1
20,2017-04,1
20,2017-06,6
20,2017-07,1
20,2017-08,2
20,2017-09,4
20,2017-10,3
20,2017-11,1
20,2017-12,3
20,2018-01,2
20,2018-02,2
20,2018-03,1
20,2018-04,2
20,2018-05,11
20,2018-06,3
20,2018-07,3
20,2018-08,5
20,2018-09,3
20,2018-10,4
20,2018-11,4
20,2018-12,1
20,2019-01,2
20,2019-03,2
20,2019-04,3
20,2019-06,2
20,2019-07,3
20,2019-08,3
20,2019-09,4
20,2019-10,4
20,2019-11,2
20,2019-12,4
20,2020-01,4
20,2020-02,2
20,2020-03,2
20,2020-04,3
20,2020-05,7
20,2020-06,4
20,2020-07,3
20,2020-09,3
20,2020-10,1
20,2020-11,6
20,2020-12,7
20,2021-01,3
20,2021-02,3
20,2021-03,1
20,2021-04,2
21,2008-01,8
21,2008-03,1
21,2008-04,3
21,2008-05,3
21,2008-06,1
21,2008-07,1
21,2008-08,1
21,2008-09,3
21,2008-10,1
21,2009-01,1
21,2009-03,1
21,2009-07,2
21,2009-09,1
21,2009-12,1
21,2010-01,1
21,2010-04,2
21,2010-05,1
21,2010-07,2
21,2010-08,1
21,2010-09,1
21,2011-03,1
21,2011-04,1
21,2011-06,1
21,2011-07,2
21,2011-08,2
21,2011-09,1
21,2011-10,1
21,2011-11,3
21,2011-12,1
21,2013-06,1
21,2013-07,5
21,2013-08,1
21,2013-09,1
21,2013-10,18
21,2013-11,1
21,2014-07,1
21,2014-10,14
21,2014-11,1
21,2015-07,1
21,2015-08,1
21,2016-03,2
21,2016-05,1
21,2016-08,1
21,2016-09,2
21,2016-11,2
21,2016-12,2
21,2017-01,1
21,2017-03,1
21,2017-05,2
21,2017-06,1
21,2017-11,1
21,2018-02,1
21,2018-07,2
21,2018-08,1
21,2018-09,3
21,2019-06,2
21,2019-08,1
21,2020-01,2
21,2020-03,1
21,2020-05,2
21,2020-09,2
21,2020-10,1
21,2020-12,1
21,2021-03,1
22,2008-08,1
22,2008-10,1
22,2008-12,1
22,2009-03,1
22,2009-04,1
22,2009-06,1
22,2009-08,1
22,2009-10,1
22,2010-05,1
22,2010-07,1
22,2010-08,1
22,2010-09,1
22,2010-11,3
22,2011-01,1
22,2011-04,1
22,2011-06,1
22,2011-07,1
22,2011-09,1
22,2012-01,1
22,2012-07,1
22,2012-08,1
22,2012-10,1
22,2013-04,1
22,2013-06,1
22,2013-10,1
22,2014-03,2
22,2014-04,2
22,2014-07,1
22,2014-08,1
22,2014-09,2
22,2014-11,1
22,2014-12,1
22,2015-03,3
22,2015-04,1
22,2015-05,1
22,2015-06,1
22,2015-08,1
22,2015-09,2
22,2015-12,2
22,2016-01,3
22,2016-03,1
22,2016-04,1
22,2016-06,1
22,2016-07,3
22,2016-09,1
22,2016-11,1
22,2016-12,1
22,2017-04,2
22,2017-07,1
22,2017-09,2
22,2017-11,1
22,2018-03,2
22,2018-04,2
22,2018-05,2
22,2018-06,1
22,2018-07,1
22,2018-08,2
22,2018-09,1
22,2018-10,2
22,2018-11,1
22,2018-12,1
22,2019-01,1
22,2019-02,2
22,2019-04,2
22,2019-05,1
22,2019-06,2
22,2019-07,1
22,2019-08,1
22,2019-09,2
22,2019-11,2
22,2019-12,1
22,2020-02,2
22,2020-03,1
22,2020-04,1
22,2020-05,2
22,2020-06,3
22,2020-07,2
22,2020-09,2
22,2021-01,2
23,2008-04,1
23,2008-05,1
23,2008-07,1
23,2008-08,1
23,2008-09,5
23,2008-10,7
23,2008-11,1
23,2009-04,1
23,2009-05,1
23,2009-06,1
23,2009-07,1
23,2009-08,2
23,2009-09,1
23,2009-10,3
23,2010-01,1
23,2010-04,1
23,2010-07,1
23,2010-11,1
23,2011-02,1
23,2011-08,2
23,2011-10,1
23,2011-11,1
23,2011-12,1
23,2012-01,2
23,2012-03,2
23,2012-07,3
23,2012-12,1
23,2013-02,1
23,2013-04,1
23,2013-05,1
23,2013-06,1
23,2013-07,1
23,2013-09,1
23,2013-11,1
23,2013-12,1
23,2014-04,9
23,2014-05,1
23,2014-06,1
23,2014-07,8
23,2014-10,1
23,2014-11,2
23,2015-01,1
23,2015-02,1
23,2015-03,1
23,2015-04,1
23,2015-05,1
23,2015-06,2
23,2015-07,2
23,2016-01,1
23,2016-02,1
23,2016-05,1
23,2016-06,1
23,2016-08,3
23,2016-09,1
23,2016-12,1
23,2017-04,2
23,2017-06,2
23,2017-07,1
23,2017-10,2
23,2017-11,3
23,2017-12,1
23,2018-03,1
23,2018-05,1
23,2018-06,1
23,2018-07,2
23,2018-09,1
23,2018-10,1
23,2018-11,1
23,2019-01,1
23,2019-02,1
23,2019-03,1
23,2019-04,1
23,2019-05,2
23,2019-06,2
23,2019-07,1
23,2020-01,1
23,2020-04,1
23,2020-05,1
23,2020-06,1
23,2020-11,1
24,2008-03,9
24,2008-04,6
24,2008-05,10
24,2008-06,2
24,2008-07,6
24,2008-08,10
24,2008-09,2
24,2008-10,11
24,2008-11,1
24,2008-12,3
24,2009-01,1
24,2009-03,2
24,2009-04,1
24,2009-05,1
24,2009-07,1
24,2009-08,5
24,2009-10,2
24,2009-11,5
24,2009-12,1
24,2010-03,2
24,2010-04,4
24,2010-05,2
24,2010-06,1
24,2010-07,1
24,2010-08,1
24,2010-09,1
24,2010-11,1
24,2011-04,1
24,2012-01,1
24,2012-06,1
24,2012-09,1
24,2012-11,1
24,2013-03,1
24,2013-04,1
24,2013-07,1
24,2013-08,1
24,2014-02,3
24,2014-04,1
24,2014-05,2
24,2014-07,1
24,2014-09,1
24,2015-04,2
24,2015-05,10
24,2015-06,2
24,2015-07,2
24,2015-08,1
24,2015-09,8
24,2015-10,1
24,2015-12,1
24,2016-03,1
24,2016-04,1
24,2016-05,1
24,2016-06,1
24,2016-08,1
24,2016-09,4
24,2016-11,1
24,2017-05,1
24,2017-09,7
24,2017-10,6
24,2018-02,1
24,2018-05,1
24,2018-06,1
24,2018-07,1
24,2018-08,4
24,2018-09,4
24,2018-10,1
24,2019-06,3
24,2019-07,1
24,2019-08,6
24,2019-09,2
24,2019-12,1
24,2020-01,1
24,2020-03,1
24,2020-05,1
24,2020-06,3
24,2020-12,1
24,2021-01,1
24,2021-02,1
24,2021-04,1
25,2008-02,2
25,2008-04,2
25,2008-05,2
25,2008-06,2
25,2008-07,2
25,2008-08,2
25,2008-09,2
25,2008-10,2
25,2008-11,3
25,2008-12,2
25,2009-03,2
25,2009-04,2
25,2009-06,3
25,2009-07,1
25,2009-08,2
25,2009-09,1
25,2009-10,2
25,2009-12,2
25,2010-03,1
25,2010-05,1
25,2010-07,1
25,2010-08,3
25,2010-09,2
25,2010-10,4
25,2010-11,2
25,2010-12,1
25,2011-02,1
25,2011-06,2
25,2011-07,1
25,2011-08,3
25,2011-09,1
25,2011-12,2
25,2012-02,1
25,2012-03,2
25,2012-04,1
25,2012-05,4
25,2012-06,3
25,2012-07,4
25,2012-08,1
25,2012-09,1
25,2012-10,1
25,2012-11,2
25,2013-03,3
25,2013-04,2
25,2013-05,3
25,2013-07,2
25,2013-11,3
25,2014-01,3
25,2014-04,2
25,2014-06,2
25,2014-07,1
25,2014-08,5
25,2014-09,3
25,2014-10,4
25,2014-11,6
25,2014-12,1
25,2015-01,1
25,2015-02,1
25,2015-04,1
25,2015-05,2
25,2015-06,2
25,2015-07,9
25,2015-08,4
25,2015-09,1
25,2015-10,4
25,2015-11,3
25,2015-12,4
25,2016-01,1
25,2016-02,1
25,2016-03,10
25,2016-04,4
25,2016-05,5
25,2016-06,12
25,2016-07,11
25,2016-08,9
25,2016-09,10
25,2016-10,8
25,2016-11,7
25,2016-12,5
25,2017-01,5
25,2017-02,4
25,2017-03,5
25,2017-04,4
25,2017-05,9
25,2017-06,8
25,2017-07,7
25,2017-08,5
25,2017-09,6
25,2017-10,7
25,2017-11,2
25,2017-12,4
25,2018-01,1
25,2018-02,1
25,2018-03,6
25,2018-04,7
25,2018-05,9
25,2018-06,11
25,2018-07,9
25,2018-08,6
25,2018-09,6
25,2018-10,13
25,2018-11,2
25,2018-12,2
25,2019-01,2
25,2019-02,7
25,2019-04,4
25,2019-05,7
25,2019-06,5
25,2019-07,11
25,2019-08,6
25,2019-09,4
25,2019-10,4
25,2019-11,4
25,2019-12,4
25,2020-01,7
25,2020-02,4
25,2020-03,2
25,2020-04,6
25,2020-05,2
25,2020-06,2
25,2020-07,4
25,2020-08,1
25,2020-09,3
25,2020-10,2
25,2020-12,2
25,2021-01,3
25,2021-02,5
25,2021-03,3
26,2006-04,1
26,2007-12,1
26,2008-02,7
26,2008-03,2
26,2008-04,2
26,2008-05,1
26,2008-06,1
26,2008-07,2
26,2008-09,3
26,2008-10,1
26,2008-11,3
26,2008-12,2
26,2009-01,3
26,2009-02,2
26,2009-03,3
26,2009-04,1
26,2009-06,4
26,2009-08,1
26,2009-10,2
26,2009-11,1
26,2010-02,2
26,2010-06,1
26,2010-07,1
26,2010-08,2
26,2010-09,5
26,2010-10,1
26,2010-11,1
26,2010-12,1
26,2011-03,1
26,2011-04,2
26,2011-05,2
26,2011-06,5
26,2011-07,4
26,2011-09,8
26,2011-10,3
26,2011-11,3
26,2011-12,2
26,2012-01,1
26,2012-02,3
26,2012-03,5
26,2012-04,2
26,2012-05,5
26,2012-06,5
26,2012-07,6
26,2012-08,2
26,2012-09,4
26,2012-10,9
26,2012-11,1
26,2012-12,5
26,2013-01,3
26,2013-02,4
26,2013-03,5
26,2013-04,6
26,2013-05,2
26,2013-06,7
26,2013-07,6
26,2013-08,6
26,2013-09,11
26,2013-10,8
26,2013-11,6
26,2013-12,3
26,2014-01,4
26,2014-02,10
26,2014-03,4
26,2014-04,8
26,2014-05,4
26,2014-06,10
26,2014-07,12
26,2014-08,3
26,2014-09,8
26,2014-10,10
26,2014-11,3
26,2014-12,4
26,2015-01,4
26,2015-02,2
26,2015-03,4
26,2015-04,3
26,2015-05,1
26,2015-06,5
26,2015-07,9
26,2015-08,5
26,2015-09,8
26,2015-10,6
26,2015-11,3
26,2015-12,4
26,2016-01,2
26,2016-02,5
26,2016-03,2
26,2016-04,7
26,2016-05,3
26,2016-06,4
26,2016-07,3
26,2016-08,5
26,2016-09,8
26,2016-10,5
26,2016-11,1
26,2016-12,5
26,2017-01,2
26,2017-02,5
26,2017-03,6
26,2017-04,4
26,2017-05,2
26,2017-06,3
26,2017-07,8
26,2017-08,5
26,2017-09,2
26,2017-11,2
26,2017-12,4
26,2018-01,2
26,2018-02,2
26,2018-03,2
26,2018-04,2
26,2018-05,8
26,2018-06,10
26,2018-07,5
26,2018-08,8
26,2018-09,5
26,2018-10,5
26,2018-11,1
26,2019-02,2
26,2019-04,1
26,2019-05,6
26,2019-06,2
26,2019-07,4
26,2019-08,3
26,2019-09,6
26,2019-10,1
26,2019-11,3
26,2019-12,4
26,2020-01,8
26,2020-02,1
26,2020-03,4
26,2020-04,1
26,2020-05,1
26,2020-06,5
26,2020-08,3
26,2020-09,4
26,2020-10,3
26,2020-11,4
26,2020-12,2
26,2021-01,3
26,2021-02,3
26,2021-03,1
26,2021-04,4
27,2007-01,2
27,2008-02,1
27,2008-03,2
27,2008-04,6
27,2008-05,5
27,2008-06,4
27,2008-07,6
27,2008-08,20
27,2008-09,4
27,2008-10,6
27,2008-11,3
27,2008-12,7
27,2009-01,1
27,2009-02,4
27,2009-03,1
27,2009-05,1
27,2009-06,1
27,2009-07,5
27,2009-08,4
27,2009-09,2
27,2009-11,4
27,2009-12,2
27,2010-01,1
27,2010-02,2
27,2010-04,4
27,2010-06,5
27,2010-07,2
27,2010-08,5
27,2010-09,3
27,2010-10,1
27,2010-11,1
27,2010-12,3
27,2011-02,2
27,2011-03,3
27,2011-04,1
27,2011-05,1
27,2011-06,7
27,2011-08,5
27,2011-09,1
27,2011-10,2
27,2011-11,4
27,2012-01,3
27,2012-02,2
27,2012-03,5
27,2012-04,1
27,2012-05,2
27,2012-06,2
27,2012-07,5
27,2012-08,8
27,2012-09,5
27,2012-10,6
27,2012-11,2
27,2013-01,3
27,2013-02,5
27,2013-03,5
27,2013-04,1
27,2013-05,6
27,2013-06,4
27,2013-07,12
27,2013-08,6
27,2013-09,7
27,2013-10,9
27,2013-11,7
27,2013-12,5
27,2014-01,2
27,2014-02,2
27,2014-03,8
27,2014-04,3
27,2014-05,9
27,2014-06,9
27,2014-07,16
27,2014-08,7
27,2014-09,11
27,2014-10,8
27,2014-11,3
27,2014-12,4
27,2015-01,7
27,2015-02,5
27,2015-03,6
27,2015-04,5
27,2015-05,5
27,2015-06,11
27,2015-07,14
27,2015-08,11
27,2015-09,10
27,2015-10,6
27,2015-11,11
27,2015-12,10
27,2016-01,12
27,2016-02,7
27,2016-03,1
27,2016-04,10
27,2016-05,2
27,2016-06,11
27,2016-07,16
27,2016-08,10
27,2016-09,16
27,2016-10,10
27,2016-11,11
27,2016-12,13
27,2017-01,8
27,2017-02,4
27,2017-03,10
27,2017-04,6
27,2017-05,8
27,2017-06,22
27,2017-07,11
27,2017-08,15
27,2017-09,12
27,2017-10,15
27,2017-11,5
27,2017-12,10
27,2018-01,2
27,2018-02,4
27,2018-03,7
27,2018-04,13
27,2018-05,9
27,2018-06,15
27,2018-07,20
27,2018-08,15
27,2018-09,21
27,2018-10,3
27,2018-11,11
27,2018-12,5
27,2019-01,8
27,2019-02,13
27,2019-03,7
27,2019-04,9
27,2019-05,5
27,2019-06,16
27,2019-07,16
27,2019-08,16
27,2019-09,17
27,2019-10,6
27,2019-11,10
27,2019-12,11
27,2020-01,6
27,2020-02,7
27,2020-03,7
27,2020-04,8
27,2020-05,6
27,2020-06,5
27,2020-07,3
27,2020-08,6
27,2020-09,9
27,2020-10,11
27,2020-11,12
27,2020-12,7
27,2021-01,9
27,2021-02,6
27,2021-03,15
27,2021-04,2
28,2008-02,3
28,2008-03,1
28,2008-04,4
28,2008-05,1
28,2008-06,1
28,2008-07,11
28,2008-08,3
28,2008-09,2
28,2008-10,2
28,2008-11,2
28,2008-12,1
28,2009-01,1
28,2009-03,3
28,2009-04,1
28,2009-05,1
28,2009-06,1
28,2009-07,1
28,2009-08,3
28,2009-09,3
28,2010-01,1
28,2010-04,1
28,2010-08,20
28,2010-09,1
28,2010-10,1
28,2010-11,1
28,2010-12,1
28,2011-02,1
28,2011-03,1
28,2011-05,2
28,2011-06,1
28,2011-07,1
28,2011-08,4
28,2011-09,1
28,2011-12,1
28,2012-05,2
28,2012-08,1
28,2012-11,2
28,2013-04,1
28,2013-05,3
28,2013-08,1
28,2013-09,1
28,2013-11,1
28,2013-12,1
28,2014-03,1
28,2014-04,2
28,2014-05,2
28,2014-10,3
28,2014-12,3
28,2015-01,2
28,2015-04,2
28,2015-07,6
28,2015-08,1
28,2015-09,3
28,2015-10,5
28,2015-11,5
28,2015-12,2
28,2016-02,1
28,2016-03,1
28,2016-04,1
28,2016-05,1
28,2016-06,1
28,2016-07,4
28,2016-08,3
28,2016-09,2
28,2016-10,2
28,2016-11,1
28,2017-01,3
28,2017-03,2
28,2017-04,3
28,2017-05,3
28,2017-06,2
28,2017-07,3
28,2017-08,5
28,2017-09,3
28,2017-10,1
28,2017-11,2
28,2017-12,4
28,2018-01,2
28,2018-02,8
28,2018-03,7
28,2018-04,1
28,2018-05,6
28,2018-06,2
28,2018-07,5
28,2018-08,6
28,2018-10,1
28,2018-11,2
28,2018-12,2
28,2019-01,1
28,2019-03,3
28,2019-04,5
28,2019-05,2
28,2019-06,7
28,2019-07,15
28,2019-08,3
28,2019-09,3
28,2019-10,7
28,2019-11,4
28,2019-12,3
28,2020-01,6
28,2020-02,4
28,2020-03,3
28,2020-04,5
28,2020-05,1
28,2020-06,3
28,2020-07,2
28,2020-08,2
28,2020-09,2
28,2020-10,3
28,2020-11,1
28,2020-12,3
28,2021-01,2
28,2021-02,2
28,2021-03,2
29,2008-04,1
29,2008-05,1
29,2008-06,1
29,2008-08,1
29,2008-11,3
29,2009-01,2
29,2009-05,1
29,2009-06,2
29,2009-07,1
29,2009-12,2
29,2010-02,1
29,2010-05,1
29,2010-07,1
29,2010-09,1
29,2010-12,1
29,2011-03,1
29,2011-07,1
29,2012-04,1
29,2012-08,2
29,2013-06,1
29,2013-08,1
29,2014-07,1
29,2015-02,1
29,2015-03,1
29,2015-07,1
29,2015-08,1
29,2016-01,6
29,2016-02,2
29,2016-03,1
29,2016-04,1
29,2016-05,1
29,2016-06,2
29,2016-07,1
29,2016-11,1
29,2017-02,1
29,2017-03,1
29,2017-05,1
29,2017-07,2
29,2017-08,9
29,2017-09,3
29,2017-10,13
29,2018-02,1
29,2018-03,1
29,2018-04,1
29,2018-06,1
29,2018-08,2
29,2018-09,1
29,2019-02,1
29,2019-03,9
29,2019-05,1
29,2019-06,3
29,2019-09,1
29,2019-10,2
29,2019-11,1
29,2019-12,3
29,2020-02,1
29,2020-06,1
29,2020-07,1
29,2020-08,1
29,2020-10,2
29,2021-03,1
30,2008-03,2
30,2008-06,1
30,2008-07,2
30,2008-08,1
30,2008-10,1
30,2009-02,1
30,2009-05,1
30,2009-06,1
30,2009-07,1
30,2009-08,2
30,2009-11,1
30,2009-12,1
30,2010-01,1
30,2010-04,4
30,2010-05,1
30,2010-07,1
30,2010-09,1
30,2011-03,1
30,2011-07,1
30,2011-09,1
30,2011-11,2
30,2012-03,1
30,2012-05,1
30,2012-08,1
30,2012-11,1
30,2013-02,3
30,2013-04,1
30,2013-06,1
30,2013-07,6
30,2013-08,1
30,2013-09,4
30,2013-10,2
30,2013-11,1
30,2014-02,1
30,2014-03,1
30,2014-05,7
30,2014-06,3
30,2014-07,3
30,2014-09,2
30,2014-10,2
30,2014-11,2
30,2014-12,4
30,2015-01,1
30,2015-06,1
30,2015-07,10
30,2015-08,9
30,2015-09,1
30,2015-11,1
30,2015-12,1
30,2016-01,2
30,2016-02,2
30,2016-07,4
30,2016-08,2
30,2016-09,2
30,2017-01,3
30,2017-03,2
30,2017-04,1
30,2017-05,3
30,2017-06,4
30,2017-07,1
30,2017-08,3
30,2017-09,3
30,2017-10,1
30,2017-11,1
30,2017-12,3
30,2018-01,4
30,2018-03,1
30,2018-04,4
30,2018-05,1
30,2018-06,1
30,2018-07,2
30,2018-08,1
30,2018-12,1
30,2019-01,3
30,2019-03,1
30,2019-04,3
30,2019-06,5
30,2019-07,1
30,2019-09,1
30,2019-10,1
30,2019-11,4
30,2020-05,2
30,2020-07,1
30,2020-08,11
30,2020-09,1
30,2020-10,2
30,2020-11,6
30,2020-12,1
30,2021-01,1
30,2021-02,1
30,2021-03,4
30,2021-04,2
31,2008-03,1
31,2008-07,4
31,2008-08,2
31,2008-09,2
31,2008-10,2
31,2008-12,1
31,2009-09,1
31,2010-03,1
31,2010-07,1
31,2010-11,1
31,2011-01,1
31,2011-06,1
31,2011-10,1
31,2012-07,1
31,2012-08,2
31,2013-02,1
31,2013-04,1
31,2013-08,1
31,2014-04,2
31,2014-09,2
31,2014-10,3
31,2014-11,2
31,2015-01,1
31,2015-02,1
31,2015-03,1
31,2015-05,2
31,2015-07,2
31,2015-12,1
31,2016-03,2
31,2016-11,2
31,2017-02,1
31,2017-07,2
31,2017-08,1
31,2017-09,1
31,2017-10,1
31,2018-02,1
31,2018-05,1
31,2018-06,3
31,2018-07,4
31,2018-09,1
31,2018-11,2
31,2019-05,2
31,2019-07,2
31,2019-09,4
31,2020-01,1
31,2020-02,1
31,2020-04,2
31,2020-06,1
31,2020-07,1
31,2020-11,1
31,2021-03,1
31,2021-04,1
32,2008-02,1
32,2008-03,7
32,2008-04,7
32,2008-05,9
32,2008-06,5
32,2008-07,12
32,2008-08,6
32,2008-09,10
32,2008-10,17
32,2008-11,7
32,2008-12,3
32,2009-01,2
32,2009-02,2
32,2009-03,5
32,2009-04,2
32,2009-05,6
32,2009-06,7
32,2009-07,4
32,2009-08,4
32,2009-09,5
32,2009-10,8
32,2009-11,2
32,2009-12,4
32,2010-01,1
32,2010-02,2
32,2010-03,4
32,2010-04,2
32,2010-05,7
32,2010-06,5
32,2010-07,6
32,2010-08,6
32,2010-09,8
32,2010-10,8
32,2010-11,7
32,2010-12,3
32,2011-02,2
32,2011-03,7
32,2011-04,8
32,2011-05,3
32,2011-06,12
32,2011-07,8
32,2011-08,5
32,2011-09,8
32,2011-10,5
32,2011-11,7
32,2011-12,5
32,2012-01,9
32,2012-02,4
32,2012-03,9
32,2012-04,9
32,2012-05,13
32,2012-06,17
32,2012-07,14
32,2012-08,6
32,2012-09,8
32,2012-10,13
32,2012-11,11
32,2012-12,7
32,2013-01,9
32,2013-02,7
32,2013-03,13
32,2013-04,12
32,2013-05,22
32,2013-06,20
32,2013-07,18
32,2013-08,12
32,2013-09,18
32,2013-10,16
32,2013-11,10
32,2013-12,15
32,2014-01,8
32,2014-02,15
32,2014-03,13
32,2014-04,12
32,2014-05,14
32,2014-06,20
32,2014-07,15
32,2014-08,17
32,2014-09,16
32,2014-10,30
32,2014-11,16
32,2014-12,8
32,2015-01,5
32,2015-02,11
32,2015-03,11
32,2015-04,15
32,2015-05,11
32,2015-06,16
32,2015-07,21
32,2015-08,10
32,2015-09,14
32,2015-10,15
32,2015-11,7
32,2015-12,14
32,2016-01,7
32,2016-02,5
32,2016-03,8
32,2016-04,9
32,2016-05,20
32,2016-06,11
32,2016-07,20
32,2016-08,12
32,2016-09,21
32,2016-10,10
32,2016-11,8
32,2016-12,11
32,2017-01,8
32,2017-02,5
32,2017-03,11
32,2017-04,11
32,2017-05,8
32,2017-06,13
32,2017-07,8
32,2017-08,20
32,2017-09,12
32,2017-10,11
32,2017-11,6
32,2017-12,9
32,2018-01,6
32,2018-02,6
32,2018-03,3
32,2018-04,8
32,2018-05,4
32,2018-06,12
32,2018-07,5
32,2018-08,11
32,2018-09,6
32,2018-10,13
32,2018-11,5
32,2018-12,5
32,2019-01,7
32,2019-02,6
32,2019-03,6
32,2019-04,9
32,2019-05,14
32,2019-06,9
32,2019-07,9
32,2019-08,10
32,2019-09,14
32,2019-10,11
32,2019-11,7
32,2019-12,9
32,2020-01,3
32,2020-02,9
32,2020-03,6
32,2020-04,3
32,2020-05,5
32,2020-06,5
32,2020-07,8
32,2020-08,13
32,2020-09,8
32,2020-10,1
32,2020-11,5
32,2020-12,5
32,2021-01,6
32,2021-02,6
32,2021-03,4
32,2021-04,1
33,2008-02,1
33,2008-03,1
33,2008-04,1
33,2008-05,1
33,2008-06,1
33,2008-08,1
33,2008-09,2
33,2008-10,1
33,2008-11,2
33,2009-04,1
33,2009-06,2
33,2009-08,1
33,2009-09,1
33,2009-12,1
33,2010-04,1
33,2010-05,2
33,2010-06,1
33,2010-09,1
33,2011-03,1
33,2011-04,3
33,2011-06,2
33,2011-07,1
33,2011-09,1
33,2011-10,4
33,2011-12,1
33,2012-03,1
33,2012-04,4
33,2012-05,4
33,2012-07,3
33,2012-10,2
33,2012-11,2
33,2012-12,4
33,2013-01,2
33,2013-02,2
33,2013-03,6
33,2013-04,5
33,2013-05,8
33,2013-06,1
33,2013-07,2
33,2013-08,1
33,2013-10,3
33,2013-11,3
33,2013-12,5
33,2014-02,1
33,2014-03,2
33,2014-04,1
33,2014-05,18
33,2014-06,5
33,2014-07,2
33,2014-08,4
33,2014-09,1
33,2014-10,4
33,2014-11,1
33,2014-12,2
33,2015-01,1
33,2015-03,1
33,2015-04,2
33,2015-05,2
33,2015-06,2
33,2015-07,1
33,2015-08,4
33,2015-09,1
33,2015-10,1
33,2015-11,3
33,2015-12,2
33,2016-01,2
33,2016-03,2
33,2016-04,4
33,2016-05,8
33,2016-06,4
33,2016-07,3
33,2016-08,4
33,2016-09,2
33,2016-10,2
33,2016-11,6
33,2016-12,1
33,2017-01,2
33,2017-02,5
33,2017-03,2
33,2017-04,3
33,2017-05,6
33,2017-06,2
33,2017-07,3
33,2017-08,5
33,2017-09,5
33,2017-10,1
33,2017-11,2
33,2017-12,3
33,2018-01,6
33,2018-02,3
33,2018-03,3
33,2018-04,4
33,2018-05,4
33,2018-06,3
33,2018-07,4
33,2018-08,5
33,2018-09,1
33,2018-10,5
33,2018-11,2
33,2018-12,2
33,2019-01,2
33,2019-02,1
33,2019-03,2
33,2019-04,2
33,2019-05,2
33,2019-06,2
33,2019-07,2
33,2019-08,2
33,2019-09,2
33,2019-10,2
33,2019-11,1
33,2019-12,2
33,2020-01,1
33,2020-03,3
33,2020-04,1
33,2020-05,3
33,2020-06,2
33,2020-07,2
33,2020-08,3
33,2020-09,1
33,2020-10,2
33,2020-11,2
33,2021-01,1
33,2021-02,6
33,2021-03,14
33,2021-04,1
34,2008-04,4
34,2008-05,2
34,2008-06,4
34,2008-07,7
34,2008-08,1
34,2008-10,3
34,2008-11,2
34,2008-12,1
34,2009-01,1
34,2009-03,1
34,2009-05,4
34,2009-06,1
34,2009-08,1
34,2009-11,1
34,2009-12,1
34,2010-03,3
34,2010-04,1
34,2010-07,1
34,2010-08,1
34,2010-09,1
34,2010-10,1
34,2010-12,1
34,2011-03,1
34,2011-04,1
34,2011-07,1
34,2011-08,1
34,2011-11,2
34,2011-12,1
34,2012-07,3
34,2013-10,1
34,2013-11,1
